distance_km,weather_index,traffic_index,base_production_per_week,production_variability,routing_complexity,supply_risk,external_severity,day_of_week,is_weekend,week_of_month,priority_encoded,delay_hours,factory_id,project_id,date,priority_level
803.27,0.22,0.4,43,0.15,1.0149775299188095,6.45,0.31,4,0,1,2,7.950000000000003,F3,P161,2026-04-10,High
220.2,0.22,0.4,31,0.14,1.009756683832553,4.340000000000001,0.31,4,0,1,2,1.16,F5,P55,2026-04-10,High
162.98,0.22,0.4,43,0.15,1.0277595943815367,6.45,0.31,4,0,1,0,1.7799999999999994,F3,P112,2026-04-10,Low
298.85,0.22,0.4,43,0.15,1.001724499957636,6.45,0.31,4,0,1,2,1.79,F3,P103,2026-04-10,High
648.45,0.22,0.4,43,0.15,1.008145392893493,6.45,0.31,4,0,1,2,7.859999999999999,F3,P11,2026-04-10,High
508.45,0.22,0.4,43,0.15,0.9999310157708892,6.45,0.31,4,0,1,2,4.59,F3,P97,2026-04-10,High
704.38,0.89,0.15,30,0.17,1.0300962783668823,5.1000000000000005,0.52,5,1,1,1,8.59,F1,P59,2026-04-11,Medium
143.0,0.89,0.15,42,0.06,1.035260129377532,2.52,0.52,5,1,1,1,2.81,F2,P35,2026-04-11,Medium
370.06,0.89,0.15,49,0.08,1.0225511518816557,3.92,0.52,5,1,1,1,4.67,F4,P117,2026-04-11,Medium
344.87,0.89,0.15,42,0.06,0.999339480938494,2.52,0.52,5,1,1,1,4.720000000000001,F2,P177,2026-04-11,Medium
180.62,0.89,0.15,43,0.15,1.0504421984004797,6.45,0.52,5,1,1,0,2.4400000000000004,F3,P74,2026-04-11,Low
136.35,0.89,0.15,31,0.14,1.017209553600264,4.340000000000001,0.52,5,1,1,1,2.68,F5,P195,2026-04-11,Medium
862.12,0.89,0.15,49,0.08,1.0007563828434292,3.92,0.52,5,1,1,1,10.41,F4,P87,2026-04-11,Medium
284.04,0.89,0.15,30,0.17,1.0279590766208797,5.1000000000000005,0.52,5,1,1,2,5.210000000000001,F1,P54,2026-04-11,High
736.88,0.89,0.15,49,0.08,0.9987635321389456,3.92,0.52,5,1,1,2,9.549999999999995,F4,P48,2026-04-11,High
545.72,0.89,0.15,31,0.14,1.0252796763985497,4.340000000000001,0.52,5,1,1,2,9.25,F5,P147,2026-04-11,High
646.38,0.89,0.15,43,0.15,1.02578533622919,6.45,0.52,5,1,1,0,12.78,F3,P66,2026-04-11,Low
924.28,0.89,0.15,31,0.14,1.0174901837259738,4.340000000000001,0.52,5,1,1,1,9.1,F5,P165,2026-04-11,Medium
432.29,0.89,0.15,43,0.15,1.0163279788923634,6.45,0.52,5,1,1,1,5.549999999999999,F3,P106,2026-04-11,Medium
696.53,0.89,0.15,31,0.14,1.026695747763807,4.340000000000001,0.52,5,1,1,1,6.789999999999999,F5,P106,2026-04-11,Medium
708.39,0.89,0.15,30,0.17,1.0343281774194126,5.1000000000000005,0.52,5,1,1,2,14.36,F1,P130,2026-04-11,High
429.53,0.89,0.15,30,0.17,1.022837578440182,5.1000000000000005,0.52,5,1,1,2,6.1,F1,P172,2026-04-11,High
579.75,0.89,0.15,49,0.08,1.0011263667697827,3.92,0.52,5,1,1,2,10.89,F4,P68,2026-04-11,High
705.19,0.89,0.15,31,0.14,1.0252037154406397,4.340000000000001,0.52,5,1,1,2,6.550000000000001,F5,P88,2026-04-11,High
353.81,0.89,0.15,42,0.06,0.9984392848145917,2.52,0.52,5,1,1,0,7.08,F2,P112,2026-04-11,Low
473.58,0.89,0.15,49,0.08,1.0044103056453026,3.92,0.52,5,1,1,1,9.52,F4,P57,2026-04-11,Medium
204.28,0.89,0.15,43,0.15,1.041144482321758,6.45,0.52,5,1,1,0,2.6499999999999995,F3,P162,2026-04-11,Low
833.21,0.89,0.15,30,0.17,1.025773837477021,5.1000000000000005,0.52,5,1,1,1,16.730000000000004,F1,P195,2026-04-11,Medium
343.61,0.89,0.15,42,0.06,0.998394291111251,2.52,0.52,5,1,1,1,3.65,F2,P6,2026-04-11,Medium
267.7,0.89,0.15,42,0.06,0.9985037229173324,2.52,0.52,5,1,1,1,5.05,F2,P127,2026-04-11,Medium
560.93,0.89,0.15,30,0.17,1.020856332465824,5.1000000000000005,0.52,5,1,1,2,5.75,F1,P131,2026-04-11,High
501.88,0.89,0.15,31,0.14,1.0106011731997966,4.340000000000001,0.52,5,1,1,1,6.68,F5,P154,2026-04-11,Medium
488.15,0.89,0.15,30,0.17,0.9997189972744032,5.1000000000000005,0.52,5,1,1,1,7.609999999999999,F1,P32,2026-04-11,Medium
164.65,0.89,0.15,42,0.06,1.0234703965714778,2.52,0.52,5,1,1,2,2.13,F2,P102,2026-04-11,High
343.61,0.89,0.15,42,0.06,0.998394291111251,2.52,0.52,5,1,1,1,6.540000000000001,F2,P6,2026-04-11,Medium
321.82,0.89,0.15,49,0.08,1.012253713610117,3.92,0.52,5,1,1,2,5.75,F4,P160,2026-04-11,High
469.03,0.89,0.15,42,0.06,0.9985166307887586,2.52,0.52,5,1,1,2,8.379999999999999,F2,P131,2026-04-11,High
862.75,0.89,0.15,31,0.14,1.017533234934182,4.340000000000001,0.52,5,1,1,1,16.479999999999997,F5,P92,2026-04-11,Medium
806.12,0.89,0.15,49,0.08,0.9995213643138604,3.92,0.52,5,1,1,1,12.509999999999998,F4,P165,2026-04-11,Medium
469.24,0.89,0.15,49,0.08,1.00393367135169,3.92,0.52,5,1,1,1,4.800000000000001,F4,P193,2026-04-11,Medium
613.34,0.89,0.15,49,0.08,1.0218565858492772,3.92,0.52,5,1,1,2,12.590000000000002,F4,P79,2026-04-11,High
722.44,0.51,0.23,31,0.14,1.0280244473858848,4.340000000000001,0.37,6,1,1,2,10.060000000000002,F5,P37,2026-04-12,High
764.23,0.51,0.23,49,0.08,1.0033141047828775,3.92,0.37,6,1,1,0,7.82,F4,P91,2026-04-12,Low
80.48,0.51,0.23,31,0.14,1.0167066887108689,4.340000000000001,0.37,6,1,1,1,0.6200000000000001,F5,P39,2026-04-12,Medium
209.96,0.51,0.23,49,0.08,1.0134751414156868,3.92,0.37,6,1,1,2,3.3100000000000005,F4,P83,2026-04-12,High
494.85,0.51,0.23,30,0.17,1.0269397939951463,5.1000000000000005,0.37,6,1,1,2,3.370000000000001,F1,P198,2026-04-12,High
103.33,0.51,0.23,30,0.17,1.0090488795976391,5.1000000000000005,0.37,6,1,1,1,1.06,F1,P113,2026-04-12,Medium
311.86,0.51,0.23,42,0.06,1.022957893759409,2.52,0.37,6,1,1,1,2.29,F2,P142,2026-04-12,Medium
642.98,0.51,0.23,30,0.17,1.0294270946653294,5.1000000000000005,0.37,6,1,1,2,4.25,F1,P11,2026-04-12,High
403.59,0.51,0.23,42,0.06,1.019104040124583,2.52,0.37,6,1,1,2,4.16,F2,P49,2026-04-12,High
345.81,0.51,0.23,42,0.06,0.9989814024502686,2.52,0.37,6,1,1,2,2.549999999999999,F2,P73,2026-04-12,High
78.09,0.51,0.23,42,0.06,1.0058476771001448,2.52,0.37,6,1,1,2,0.49,F2,P198,2026-04-12,High
348.66,0.51,0.23,43,0.15,0.9986656645950228,6.45,0.37,6,1,1,0,5.399999999999999,F3,P43,2026-04-12,Low
571.56,0.51,0.23,31,0.14,1.0103824961233745,4.340000000000001,0.37,6,1,1,0,4.66,F5,P126,2026-04-12,Low
202.61,0.51,0.23,49,0.08,1.0010885887462786,3.92,0.37,6,1,1,2,2.87,F4,P54,2026-04-12,High
389.39,0.51,0.23,42,0.06,1.0414289548446494,2.52,0.37,6,1,1,2,2.619999999999999,F2,P88,2026-04-12,High
331.79,0.51,0.23,49,0.08,1.020900492586728,3.92,0.37,6,1,1,2,3.9700000000000006,F4,P55,2026-04-12,High
251.52,0.51,0.23,43,0.15,1.0034145557766128,6.45,0.37,6,1,1,2,3.98,F3,P47,2026-04-12,High
364.19,0.51,0.23,42,0.06,1.0060063216495827,2.52,0.37,6,1,1,2,4.550000000000001,F2,P96,2026-04-12,High
749.65,0.51,0.23,43,0.15,1.0028564563324411,6.45,0.37,6,1,1,1,6.680000000000003,F3,P117,2026-04-12,Medium
331.79,0.51,0.23,49,0.08,1.020900492586728,3.92,0.37,6,1,1,2,2.210000000000001,F4,P55,2026-04-12,High
360.01,0.51,0.23,42,0.06,1.0161267345666565,2.52,0.37,6,1,1,2,2.4499999999999997,F2,P56,2026-04-12,High
385.01,0.51,0.23,42,0.06,1.0192256098963068,2.52,0.37,6,1,1,1,6.149999999999999,F2,P19,2026-04-12,Medium
343.61,0.51,0.23,42,0.06,0.998394291111251,2.52,0.37,6,1,1,1,5.49,F2,P6,2026-04-12,Medium
417.55,0.51,0.23,30,0.17,1.0313601790446003,5.1000000000000005,0.37,6,1,1,2,5.750000000000002,F1,P97,2026-04-12,High
461.75,0.51,0.23,42,0.06,1.0287843055386037,2.52,0.37,6,1,1,0,4.040000000000001,F2,P53,2026-04-12,Low
297.4,0.51,0.23,43,0.15,1.0514242259870892,6.45,0.37,6,1,1,2,1.97,F3,P96,2026-04-12,High
631.66,0.51,0.23,42,0.06,1.019074591023185,2.52,0.37,6,1,1,2,8.71,F2,P64,2026-04-12,High
813.95,0.51,0.23,49,0.08,1.0164259005844374,3.92,0.37,6,1,1,1,9.25,F4,P150,2026-04-12,Medium
413.23,0.51,0.23,43,0.15,1.0002035780985492,6.45,0.37,6,1,1,0,5.52,F3,P143,2026-04-12,Low
84.99,0.51,0.23,31,0.14,1.0263285333388403,4.340000000000001,0.37,6,1,1,2,1.0299999999999998,F5,P89,2026-04-12,High
777.56,0.51,0.23,31,0.14,1.0253198097653993,4.340000000000001,0.37,6,1,1,0,8.66,F5,P169,2026-04-12,Low
511.43,0.51,0.23,42,0.06,1.000189713948534,2.52,0.37,6,1,1,1,7.449999999999999,F2,P138,2026-04-12,Medium
707.76,0.51,0.23,30,0.17,1.0324720157457783,5.1000000000000005,0.37,6,1,1,2,5.16,F1,P135,2026-04-12,High
143.99,0.58,0.86,31,0.14,1.0129974458365891,4.340000000000001,0.72,0,0,1,1,2.15,F5,P117,2026-04-13,Medium
744.9,0.58,0.86,43,0.15,0.9982689982662608,6.45,0.72,0,0,1,0,15.12,F3,P133,2026-04-13,Low
426.06,0.58,0.86,31,0.14,1.0042287575341242,4.340000000000001,0.72,0,0,1,0,6.08,F5,P5,2026-04-13,Low
622.2,0.58,0.86,49,0.08,1.0214210806030453,3.92,0.72,0,0,1,2,14.55,F4,P1,2026-04-13,High
840.59,0.58,0.86,49,0.08,1.0013173054374278,3.92,0.72,0,0,1,1,21.82,F4,P141,2026-04-13,Medium
628.13,0.58,0.86,43,0.15,1.0085701208776523,6.45,0.72,0,0,1,0,10.34,F3,P62,2026-04-13,Low
343.61,0.58,0.86,42,0.06,0.998394291111251,2.52,0.72,0,0,1,1,5.43,F2,P6,2026-04-13,Medium
261.69,0.58,0.86,49,0.08,1.0224897670819897,3.92,0.72,0,0,1,0,4.71,F4,P149,2026-04-13,Low
605.5,0.58,0.86,31,0.14,0.998630843630004,4.340000000000001,0.72,0,0,1,2,8.469999999999999,F5,P137,2026-04-13,High
699.75,0.58,0.86,49,0.08,1.0019285097849857,3.92,0.72,0,0,1,1,13.84,F4,P72,2026-04-13,Medium
354.66,0.58,0.86,42,0.06,1.0002315319299653,2.52,0.72,0,0,1,2,9.2,F2,P83,2026-04-13,High
61.61,0.58,0.86,30,0.17,1.0038061509119347,5.1000000000000005,0.72,0,0,1,2,0.8900000000000001,F1,P160,2026-04-13,High
94.71,0.58,0.86,31,0.14,1.0185373996414129,4.340000000000001,0.72,0,0,1,0,1.37,F5,P152,2026-04-13,Low
836.75,0.58,0.86,30,0.17,1.030835894564784,5.1000000000000005,0.72,0,0,1,0,15.769999999999996,F1,P166,2026-04-13,Low
103.33,0.58,0.86,30,0.17,1.0090488795976391,5.1000000000000005,0.72,0,0,1,1,2.21,F1,P113,2026-04-13,Medium
501.71,0.58,0.86,43,0.15,1.010897324771956,6.45,0.72,0,0,1,2,10.880000000000004,F3,P194,2026-04-13,High
511.43,0.58,0.86,42,0.06,1.000189713948534,2.52,0.72,0,0,1,1,12.080000000000002,F2,P138,2026-04-13,Medium
461.57,0.58,0.86,43,0.15,1.0014966100963285,6.45,0.72,0,0,1,0,11.23,F3,P101,2026-04-13,Low
289.92,0.58,0.86,31,0.14,1.0240871525793456,4.340000000000001,0.72,0,0,1,2,6.880000000000001,F5,P97,2026-04-13,High
223.11,0.58,0.86,42,0.06,0.9984417876320312,2.52,0.72,0,0,1,2,4.959999999999999,F2,P163,2026-04-13,High
437.17,0.58,0.86,43,0.15,1.044343000520716,6.45,0.72,0,0,1,1,7.039999999999999,F3,P44,2026-04-13,Medium
230.64,0.58,0.86,43,0.15,1.0315816366056565,6.45,0.72,0,0,1,0,3.73,F3,P78,2026-04-13,Low
754.79,0.58,0.86,31,0.14,1.0064944497084134,4.340000000000001,0.72,0,0,1,0,13.489999999999998,F5,P9,2026-04-13,Low
619.17,0.58,0.86,30,0.17,1.028393618405009,5.1000000000000005,0.72,0,0,1,1,9.599999999999998,F1,P176,2026-04-13,Medium
252.54,0.58,0.86,42,0.06,1.0387817727938424,2.52,0.72,0,0,1,1,4.760000000000001,F2,P63,2026-04-13,Medium
389.39,0.58,0.86,42,0.06,1.0414289548446494,2.52,0.72,0,0,1,2,7.640000000000001,F2,P88,2026-04-13,High
403.59,0.58,0.86,42,0.06,1.019104040124583,2.52,0.72,0,0,1,2,8.91,F2,P49,2026-04-13,High
537.43,0.58,0.86,42,0.06,1.0277566532964426,2.52,0.72,0,0,1,2,12.69,F2,P160,2026-04-13,High
264.07,0.58,0.86,43,0.15,1.0524683476425165,6.45,0.72,0,0,1,1,6.870000000000001,F3,P165,2026-04-13,Medium
571.71,0.58,0.86,30,0.17,1.0221700426011344,5.1000000000000005,0.72,0,0,1,1,8.0,F1,P72,2026-04-13,Medium
632.82,0.58,0.86,31,0.14,1.0267575353860985,4.340000000000001,0.72,0,0,1,0,16.02,F5,P42,2026-04-13,Low
342.04,0.58,0.86,31,0.14,1.026731712347337,4.340000000000001,0.72,0,0,1,0,5.16,F5,P16,2026-04-13,Low
693.19,0.58,0.86,49,0.08,1.0098096582240963,3.92,0.72,0,0,1,1,12.82,F4,P58,2026-04-13,Medium
628.13,0.58,0.86,43,0.15,1.0085701208776523,6.45,0.72,0,0,1,0,10.32,F3,P62,2026-04-13,Low
742.25,0.58,0.86,49,0.08,1.017616139816637,3.92,0.72,0,0,1,2,14.94,F4,P70,2026-04-13,High
547.93,0.58,0.86,43,0.15,1.0109704863612636,6.45,0.72,0,0,1,2,11.490000000000002,F3,P183,2026-04-13,High
491.17,0.58,0.86,49,0.08,1.0104506585300816,3.92,0.72,0,0,1,0,11.78,F4,P119,2026-04-13,Low
636.58,0.88,0.24,30,0.17,1.0127062142036938,5.1000000000000005,0.56,1,0,1,0,10.84,F1,P185,2026-04-14,Low
613.3,0.88,0.24,42,0.06,1.00883504644431,2.52,0.56,1,0,1,2,10.6,F2,P17,2026-04-14,High
264.12,0.88,0.24,30,0.17,1.0321462719975925,5.1000000000000005,0.56,1,0,1,0,3.91,F1,P179,2026-04-14,Low
192.43,0.88,0.24,43,0.15,1.0497571181573075,6.45,0.56,1,0,1,1,3.580000000000001,F3,P80,2026-04-14,Medium
717.19,0.88,0.24,49,0.08,1.01113504048536,3.92,0.56,1,0,1,1,8.379999999999999,F4,P84,2026-04-14,Medium
270.43,0.88,0.24,49,0.08,1.0219393531682963,3.92,0.56,1,0,1,1,5.34,F4,P184,2026-04-14,Medium
507.71,0.88,0.24,49,0.08,1.0222392198066732,3.92,0.56,1,0,1,0,6.130000000000001,F4,P148,2026-04-14,Low
353.71,0.88,0.24,42,0.06,1.0420375216297633,2.52,0.56,1,0,1,1,3.76,F2,P150,2026-04-14,Medium
611.8,0.88,0.24,43,0.15,1.0024722401517787,6.45,0.56,1,0,1,1,7.199999999999999,F3,P177,2026-04-14,Medium
233.32,0.88,0.24,42,0.06,0.9994192468920732,2.52,0.56,1,0,1,0,2.78,F2,P91,2026-04-14,Low
458.45,0.88,0.24,42,0.06,0.9982805147053028,2.52,0.56,1,0,1,0,6.419999999999998,F2,P149,2026-04-14,Low
18.25,0.88,0.24,30,0.17,1.000922269354924,5.1000000000000005,0.56,1,0,1,2,0.31,F1,P197,2026-04-14,High
563.96,0.88,0.24,49,0.08,1.0194790396583746,3.92,0.56,1,0,1,1,12.13,F4,P14,2026-04-14,Medium
137.77,0.88,0.24,31,0.14,1.0028332962414563,4.340000000000001,0.56,1,0,1,2,2.31,F5,P52,2026-04-14,High
385.86,0.88,0.24,31,0.14,1.02683069768012,4.340000000000001,0.56,1,0,1,2,6.470000000000001,F5,P128,2026-04-14,High
519.78,0.88,0.24,49,0.08,0.9988382329851117,3.92,0.56,1,0,1,1,9.19,F4,P171,2026-04-14,Medium
137.77,0.88,0.24,31,0.14,1.0028332962414563,4.340000000000001,0.56,1,0,1,2,2.0400000000000005,F5,P52,2026-04-14,High
264.24,0.88,0.24,30,0.17,1.0189590708209924,5.1000000000000005,0.56,1,0,1,1,4.249999999999999,F1,P187,2026-04-14,Medium
364.19,0.88,0.24,42,0.06,1.0060063216495827,2.52,0.56,1,0,1,2,4.35,F2,P96,2026-04-14,High
469.24,0.88,0.24,49,0.08,1.00393367135169,3.92,0.56,1,0,1,1,6.829999999999998,F4,P193,2026-04-14,Medium
375.77,0.88,0.24,42,0.06,1.020350938857078,2.52,0.56,1,0,1,2,6.32,F2,P52,2026-04-14,High
579.0,0.88,0.24,31,0.14,0.9989486692962596,4.340000000000001,0.56,1,0,1,0,6.710000000000001,F5,P140,2026-04-14,Low
344.87,0.88,0.24,42,0.06,0.999339480938494,2.52,0.56,1,0,1,1,4.640000000000001,F2,P177,2026-04-14,Medium
404.62,0.88,0.24,43,0.15,1.0025884780028715,6.45,0.56,1,0,1,2,7.689999999999999,F3,P147,2026-04-14,High
355.01,0.88,0.24,42,0.06,1.0391540826255974,2.52,0.56,1,0,1,1,6.059999999999999,F2,P81,2026-04-14,Medium
353.65,0.88,0.24,31,0.14,1.0245826754098173,4.340000000000001,0.56,1,0,1,1,3.960000000000001,F5,P115,2026-04-14,Medium
472.8,0.88,0.24,43,0.15,0.9986943693052938,6.45,0.56,1,0,1,0,5.919999999999998,F3,P179,2026-04-14,Low
534.63,0.88,0.24,30,0.17,1.0111360874033777,5.1000000000000005,0.56,1,0,1,2,8.180000000000001,F1,P48,2026-04-14,High
484.93,0.88,0.24,42,0.06,1.0210306516955587,2.52,0.56,1,0,1,0,7.4,F2,P166,2026-04-14,Low
471.37,0.88,0.24,49,0.08,1.0033021541815272,3.92,0.56,1,0,1,2,8.340000000000002,F4,P103,2026-04-14,High
165.68,0.88,0.24,31,0.14,1.008624576906242,4.340000000000001,0.56,1,0,1,1,2.5900000000000007,F5,P138,2026-04-14,Medium
188.61,0.88,0.24,42,0.06,1.0112928148286475,2.52,0.56,1,0,1,0,3.0700000000000003,F2,P186,2026-04-14,Low
151.0,0.88,0.24,31,0.14,1.0216634988170878,4.340000000000001,0.56,1,0,1,0,1.99,F5,P158,2026-04-14,Low
425.37,0.88,0.24,49,0.08,1.0199284627777547,3.92,0.56,1,0,1,0,8.569999999999999,F4,P25,2026-04-14,Low
75.97,0.88,0.24,31,0.14,1.0262120458355566,4.340000000000001,0.56,1,0,1,2,1.42,F5,P118,2026-04-14,High
642.06,0.88,0.24,43,0.15,1.019522621996362,6.45,0.56,1,0,1,2,9.91,F3,P79,2026-04-14,High
695.22,0.88,0.24,49,0.08,1.0079826211394136,3.92,0.56,1,0,1,2,13.16,F4,P102,2026-04-14,High
220.2,0.88,0.24,31,0.14,1.009756683832553,4.340000000000001,0.56,1,0,1,2,3.130000000000001,F5,P55,2026-04-14,High
501.5,0.88,0.24,31,0.14,1.0003577121519538,4.340000000000001,0.56,1,0,1,0,10.900000000000002,F5,P156,2026-04-14,Low
537.43,0.91,0.59,42,0.06,1.0277566532964426,2.52,0.75,2,0,2,2,8.15,F2,P160,2026-04-15,High
708.39,0.91,0.59,30,0.17,1.0343281774194126,5.1000000000000005,0.75,2,0,2,2,11.11,F1,P130,2026-04-15,High
233.32,0.91,0.59,42,0.06,0.9994192468920732,2.52,0.75,2,0,2,0,4.42,F2,P91,2026-04-15,Low
593.61,0.91,0.59,31,0.14,0.99843138378066,4.340000000000001,0.75,2,0,2,2,8.600000000000001,F5,P125,2026-04-15,High
662.44,0.91,0.59,43,0.15,1.0066650555171088,6.45,0.75,2,0,2,0,13.87,F3,P46,2026-04-15,Low
674.32,0.91,0.59,49,0.08,1.0036305819430542,3.92,0.75,2,0,2,2,16.79,F4,P15,2026-04-15,High
591.84,0.91,0.59,43,0.15,1.0027925230784238,6.45,0.75,2,0,2,0,10.36,F3,P192,2026-04-15,Low
360.13,0.91,0.59,31,0.14,1.0077356096384946,4.340000000000001,0.75,2,0,2,0,7.870000000000001,F5,P2,2026-04-15,Low
454.76,0.91,0.59,30,0.17,1.0049845103494457,5.1000000000000005,0.75,2,0,2,1,11.11,F1,P22,2026-04-15,Medium
531.96,0.91,0.59,43,0.15,1.0122056215289392,6.45,0.75,2,0,2,0,8.71,F3,P95,2026-04-15,Low
308.18,0.91,0.59,42,0.06,0.9991998846505308,2.52,0.75,2,0,2,1,4.56,F2,P80,2026-04-15,Medium
571.56,0.91,0.59,31,0.14,1.0103824961233745,4.340000000000001,0.75,2,0,2,0,13.18,F5,P126,2026-04-15,Low
833.21,0.91,0.59,30,0.17,1.025773837477021,5.1000000000000005,0.75,2,0,2,1,14.800000000000004,F1,P195,2026-04-15,Medium
647.27,0.91,0.59,49,0.08,1.0017712833257937,3.92,0.75,2,0,2,1,11.18,F4,P114,2026-04-15,Medium
484.93,0.91,0.59,42,0.06,1.0210306516955587,2.52,0.75,2,0,2,0,11.17,F2,P166,2026-04-15,Low
813.95,0.91,0.59,49,0.08,1.0164259005844374,3.92,0.75,2,0,2,1,16.85,F4,P150,2026-04-15,Medium
566.78,0.91,0.59,43,0.15,1.0292224159875625,6.45,0.75,2,0,2,1,9.64,F3,P199,2026-04-15,Medium
813.48,0.91,0.59,49,0.08,0.998857796834795,3.92,0.75,2,0,2,0,19.610000000000003,F4,P24,2026-04-15,Low
461.52,0.91,0.59,30,0.17,1.0222840297530835,5.1000000000000005,0.75,2,0,2,0,12.23,F1,P126,2026-04-15,Low
303.72,0.91,0.59,30,0.17,1.0019076172838142,5.1000000000000005,0.75,2,0,2,1,5.8100000000000005,F1,P90,2026-04-15,Medium
94.01,0.91,0.59,31,0.14,1.0203845902710391,4.340000000000001,0.75,2,0,2,2,1.56,F5,P4,2026-04-15,High
488.6,0.91,0.59,42,0.06,1.0244848339641457,2.52,0.75,2,0,2,2,11.279999999999998,F2,P136,2026-04-15,High
83.75,0.91,0.59,42,0.06,1.042481914068123,2.52,0.75,2,0,2,1,1.41,F2,P45,2026-04-15,Medium
65.61,0.91,0.59,42,0.06,1.0096250677016347,2.52,0.75,2,0,2,1,1.64,F2,P57,2026-04-15,Medium
800.99,0.91,0.59,30,0.17,1.0252453216040196,5.1000000000000005,0.75,2,0,2,0,15.139999999999995,F1,P159,2026-04-15,Low
289.08,0.91,0.59,49,0.08,1.0224791341126345,3.92,0.75,2,0,2,2,5.08,F4,P131,2026-04-15,High
323.92,0.91,0.59,42,0.06,1.0033114148614477,2.52,0.75,2,0,2,0,6.66,F2,P9,2026-04-15,Low
335.44,0.91,0.59,49,0.08,0.9983327483273498,3.92,0.75,2,0,2,2,8.55,F4,P147,2026-04-15,High
728.26,0.91,0.59,43,0.15,1.020081681554942,6.45,0.75,2,0,2,2,16.759999999999998,F3,P28,2026-04-15,High
404.26,0.91,0.59,31,0.14,1.0196114317692235,4.340000000000001,0.75,2,0,2,1,7.27,F5,P69,2026-04-15,Medium
754.82,0.91,0.59,31,0.14,1.0029026782622783,4.340000000000001,0.75,2,0,2,1,15.16,F5,P6,2026-04-15,Medium
563.96,0.91,0.59,49,0.08,1.0194790396583746,3.92,0.75,2,0,2,1,13.55,F4,P14,2026-04-15,Medium
856.61,0.91,0.59,31,0.14,1.0144689052847478,4.340000000000001,0.75,2,0,2,1,20.91,F5,P93,2026-04-15,Medium
311.61,0.91,0.59,43,0.15,1.0551715535831536,6.45,0.75,2,0,2,2,6.13,F3,P137,2026-04-15,High
312.45,0.91,0.59,43,0.15,1.0032825980110112,6.45,0.75,2,0,2,1,5.89,F3,P57,2026-04-15,Medium
109.11,0.91,0.59,49,0.08,1.0208374641049385,3.92,0.75,2,0,2,2,2.77,F4,P17,2026-04-15,High
490.92,0.91,0.59,31,0.14,1.0127892345715317,4.340000000000001,0.75,2,0,2,1,12.68,F5,P45,2026-04-15,Medium
527.37,0.91,0.59,43,0.15,1.0427259445716437,6.45,0.75,2,0,2,1,12.580000000000002,F3,P164,2026-04-15,Medium
207.63,0.91,0.59,43,0.15,1.0422399818034056,6.45,0.75,2,0,2,2,3.71,F3,P73,2026-04-15,High
562.19,0.91,0.59,42,0.06,1.0110672555695026,2.52,0.75,2,0,2,1,15.05,F2,P195,2026-04-15,Medium
544.06,0.91,0.59,43,0.15,1.0132026473039442,6.45,0.75,2,0,2,1,10.81,F3,P71,2026-04-15,Medium
564.08,0.91,0.59,43,0.15,1.0062826539050589,6.45,0.75,2,0,2,0,12.320000000000002,F3,P124,2026-04-15,Low
571.14,0.91,0.59,49,0.08,1.016895538582024,3.92,0.75,2,0,2,0,12.06,F4,P50,2026-04-15,Low
305.16,0.91,0.59,31,0.14,0.9999144448114072,4.340000000000001,0.75,2,0,2,0,5.8500000000000005,F5,P86,2026-04-15,Low
562.46,0.91,0.59,43,0.15,1.01761944675576,6.45,0.75,2,0,2,1,13.269999999999998,F3,P14,2026-04-15,Medium
828.32,0.91,0.59,49,0.08,0.998872587182261,3.92,0.75,2,0,2,2,13.880000000000004,F4,P136,2026-04-15,High
205.38,0.91,0.59,30,0.17,0.999471191640775,5.1000000000000005,0.75,2,0,2,2,4.62,F1,P64,2026-04-15,High
456.76,0.91,0.59,42,0.06,1.0292861661938508,2.52,0.75,2,0,2,1,7.76,F2,P32,2026-04-15,Medium
654.32,0.91,0.59,30,0.17,1.0346001172343764,5.1000000000000005,0.75,2,0,2,0,11.330000000000002,F1,P50,2026-04-15,Low
535.98,0.35,0.71,42,0.06,0.9989953180953216,2.52,0.53,3,0,2,2,9.95,F2,P55,2026-04-16,High
219.67,0.35,0.71,49,0.08,1.0173205261819511,3.92,0.53,3,0,2,2,3.4399999999999995,F4,P153,2026-04-16,High
335.44,0.35,0.71,49,0.08,0.9983327483273498,3.92,0.53,3,0,2,2,6.85,F4,P147,2026-04-16,High
169.12,0.35,0.71,31,0.14,1.0023809541710107,4.340000000000001,0.53,3,0,2,1,1.6099999999999994,F5,P123,2026-04-16,Medium
631.66,0.35,0.71,42,0.06,1.019074591023185,2.52,0.53,3,0,2,2,9.57,F2,P64,2026-04-16,High
354.66,0.35,0.71,42,0.06,1.0002315319299653,2.52,0.53,3,0,2,2,4.75,F2,P83,2026-04-16,High
458.45,0.35,0.71,42,0.06,0.9982805147053028,2.52,0.53,3,0,2,0,5.059999999999999,F2,P149,2026-04-16,Low
541.73,0.35,0.71,43,0.15,0.9982562686001276,6.45,0.53,3,0,2,2,5.530000000000001,F3,P128,2026-04-16,High
581.06,0.35,0.71,49,0.08,1.023118630963255,3.92,0.53,3,0,2,0,5.770000000000001,F4,P152,2026-04-16,Low
758.13,0.35,0.71,31,0.14,1.027930945634096,4.340000000000001,0.53,3,0,2,0,8.940000000000001,F5,P98,2026-04-16,Low
796.36,0.35,0.71,30,0.17,1.0354184578971706,5.1000000000000005,0.53,3,0,2,2,12.680000000000003,F1,P70,2026-04-16,High
