factory_id,project_id,date,priority_level,distance_km,weather_index,traffic_index,base_production_per_week,production_variability,routing_complexity,supply_risk,external_severity,day_of_week,is_weekend,week_of_month,priority_encoded,delay_hours,predicted_delay_hours,risk_label,current_reward,reward_at_risk,best_action,reward_delta,new_pred_hours,recommendation,base_value,shap_distance_km,shap_weather_index,shap_traffic_index,shap_base_production_per_week,shap_production_variability,shap_routing_complexity,shap_supply_risk,shap_external_severity,shap_day_of_week,shap_is_weekend,shap_week_of_month,shap_priority_encoded,top_driver_1,top_driver_1_shap,top_driver_2,top_driver_2_shap,top_driver_3,top_driver_3_shap,top_mitigator,mitigator_shap,plain_explanation,dispatch_rank
F4,P29,2026-04-27,Medium,126.83,0.8,0.98,49,0.08,0.9983716070974324,3.92,0.89,0,0,3,1,3.810000000000001,3.78,low risk,10.0,10.0,none_needed,0.0,3.78,On-time — no action needed,7.697,-6.478,0.143,0.497,0.158,0.007,0.236,0.008,1.732,0.017,0.001,0.592,-0.011,external_severity,1.732,week_of_month,0.592,traffic_index,0.497,priority_encoded,-0.011,Base: 7.7h | Drivers: external_severity: +1.73h | week_of_month: +0.59h | traffic_index: +0.50h | Helping: priority_encoded: -0.01h,28
F2,P112,2026-04-27,Low,353.81,0.8,0.98,42,0.06,0.9984392848145917,2.52,0.89,0,0,3,0,9.99,8.19,HIGH RISK,-16.9,16.9,reschedule,26.9,3.785,Reschedule to 2026-04-10 (severity 0.31) → pred 3.79h [Δ +26.9],7.697,-2.196,0.197,0.702,-0.169,-0.076,0.219,-0.03,2.064,0.018,0.001,0.466,0.066,external_severity,2.064,traffic_index,0.702,week_of_month,0.466,supply_risk,-0.03,Base: 7.7h | Drivers: external_severity: +2.06h | traffic_index: +0.70h | week_of_month: +0.47h | Helping: supply_risk: -0.03h,25
F5,P7,2026-04-27,High,746.53,0.8,0.98,31,0.14,1.0122100092485309,4.340000000000001,0.89,0,0,3,2,13.25,16.92,HIGH RISK,-29.37,34.370000000000005,reschedule,44.37,6.582,Reschedule to 2026-04-10 (severity 0.31) → pred 6.58h [Δ +44.4],7.697,5.253,0.447,1.11,-0.083,0.019,0.093,0.016,3.085,0.005,0.0,0.44,-0.091,distance_km,5.253,external_severity,3.085,traffic_index,1.11,base_production_per_week,-0.083,Base: 7.7h | Drivers: distance_km: +5.25h | external_severity: +3.08h | traffic_index: +1.11h | Helping: base_production_per_week: -0.08h,6
F5,P90,2026-04-27,Medium,747.6,0.8,0.98,31,0.14,1.0213987791298371,4.340000000000001,0.89,0,0,3,1,14.41,16.84,HIGH RISK,-34.21,34.21,reschedule,44.21,6.758,Reschedule to 2026-04-10 (severity 0.31) → pred 6.76h [Δ +44.2],7.697,4.971,0.42,1.154,-0.003,0.019,0.02,0.028,3.04,-0.056,0.001,0.22,-0.006,distance_km,4.971,external_severity,3.04,traffic_index,1.154,base_production_per_week,-0.003,Base: 7.7h | Drivers: distance_km: +4.97h | external_severity: +3.04h | traffic_index: +1.15h | Helping: base_production_per_week: -0.00h,7
F3,P174,2026-04-27,Medium,46.06,0.8,0.98,43,0.15,1.0103821386519718,6.45,0.89,0,0,3,1,0.8200000000000001,2.55,low risk,10.0,10.0,none_needed,0.0,2.55,On-time — no action needed,7.697,-7.742,0.134,0.439,-0.028,-0.012,0.026,0.012,1.747,0.035,0.001,0.583,-0.001,external_severity,1.747,week_of_month,0.583,traffic_index,0.439,priority_encoded,-0.001,Base: 7.7h | Drivers: external_severity: +1.75h | week_of_month: +0.58h | traffic_index: +0.44h | Helping: priority_encoded: -0.00h,29
F4,P115,2026-04-27,Medium,286.24,0.8,0.98,49,0.08,1.0059174408047802,3.92,0.89,0,0,3,1,7.379999999999999,6.82,low risk,10.0,10.0,none_needed,0.0,6.82,On-time — no action needed,7.697,-3.698,0.166,0.59,0.168,-0.006,0.054,0.008,1.955,-0.031,0.001,0.583,-0.006,external_severity,1.955,traffic_index,0.59,week_of_month,0.583,production_variability,-0.006,Base: 7.7h | Drivers: external_severity: +1.95h | traffic_index: +0.59h | week_of_month: +0.58h | Helping: production_variability: -0.01h,30
F4,P39,2026-04-27,Medium,443.41,0.8,0.98,49,0.08,1.0216309944094422,3.92,0.89,0,0,3,1,10.13,10.84,HIGH RISK,-22.21,22.21,reschedule,32.21,4.794,Reschedule to 2026-04-20 (severity 0.33) → pred 4.79h [Δ +32.2],7.697,-0.227,0.288,0.687,0.138,0.03,-0.114,0.021,2.433,0.026,0.001,0.249,-0.008,external_severity,2.433,traffic_index,0.687,weather_index,0.288,priority_encoded,-0.008,Base: 7.7h | Drivers: external_severity: +2.43h | traffic_index: +0.69h | weather_index: +0.29h | Helping: priority_encoded: -0.01h,17
F5,P155,2026-04-27,Low,477.82,0.8,0.98,31,0.14,1.006077333651891,4.340000000000001,0.89,0,0,3,0,12.59,11.59,HIGH RISK,-23.7,23.7,reschedule,33.7,4.932,Reschedule to 2026-04-10 (severity 0.31) → pred 4.93h [Δ +33.7],7.697,0.589,0.324,0.752,-0.094,0.024,0.072,0.008,2.548,-0.032,0.001,0.467,0.065,external_severity,2.548,traffic_index,0.752,distance_km,0.589,day_of_week,-0.032,Base: 7.7h | Drivers: external_severity: +2.55h | traffic_index: +0.75h | distance_km: +0.59h | Helping: day_of_week: -0.03h,14
F1,P161,2026-04-27,High,847.66,0.8,0.98,30,0.17,1.0283549511245529,5.1000000000000005,0.89,0,0,3,2,18.18,18.31,HIGH RISK,-32.13,37.13,factory_swap,47.13,3.994,Swap to F5 (dist 148km) → pred 3.99h [Δ +47.1],7.697,7.738,0.321,0.865,-0.116,0.014,-0.161,0.028,2.718,0.283,-0.012,0.157,-0.282,distance_km,7.738,external_severity,2.718,traffic_index,0.865,is_weekend,-0.012,Base: 7.7h | Drivers: distance_km: +7.74h | external_severity: +2.72h | traffic_index: +0.87h | Helping: is_weekend: -0.01h,4
F3,P151,2026-04-27,Low,147.55,0.8,0.98,43,0.15,1.0510584579593252,6.45,0.89,0,0,3,0,3.37,3.95,low risk,10.0,10.0,none_needed,0.0,3.95,On-time — no action needed,7.697,-6.108,0.156,0.558,-0.063,-0.012,-0.114,0.023,1.742,0.036,0.001,0.234,0.032,external_severity,1.742,traffic_index,0.558,week_of_month,0.234,production_variability,-0.012,Base: 7.7h | Drivers: external_severity: +1.74h | traffic_index: +0.56h | week_of_month: +0.23h | Helping: production_variability: -0.01h,31
F4,P93,2026-04-27,Medium,782.77,0.8,0.98,49,0.08,0.9984408516653868,3.92,0.89,0,0,3,1,20.6,18.42,HIGH RISK,-37.36,37.36,reschedule,47.36,7.22,Reschedule to 2026-04-24 (severity 0.32) → pred 7.22h [Δ +47.4],7.697,6.375,0.445,0.897,0.169,0.042,0.11,0.016,3.373,-0.02,-0.001,0.552,0.074,distance_km,6.375,external_severity,3.373,traffic_index,0.897,is_weekend,-0.001,Base: 7.7h | Drivers: distance_km: +6.37h | external_severity: +3.37h | traffic_index: +0.90h | Helping: is_weekend: -0.00h,2
F1,P166,2026-04-27,Low,836.75,0.8,0.98,30,0.17,1.030835894564784,5.1000000000000005,0.89,0,0,3,0,18.1,18.37,HIGH RISK,-37.26,37.26,factory_swap,47.26,4.231,Swap to F5 (dist 166km) → pred 4.23h [Δ +47.3],7.697,7.321,0.394,0.81,-0.134,-0.006,-0.237,0.028,2.682,-0.037,-0.001,0.151,0.195,distance_km,7.321,external_severity,2.682,traffic_index,0.81,is_weekend,-0.001,Base: 7.7h | Drivers: distance_km: +7.32h | external_severity: +2.68h | traffic_index: +0.81h | Helping: is_weekend: -0.00h,3
F3,P88,2026-04-27,High,370.46,0.8,0.98,43,0.15,1.0199765231990578,6.45,0.89,0,0,3,2,9.410000000000002,8.61,HIGH RISK,-12.74,17.740000000000002,reschedule,27.74,3.655,Reschedule to 2026-04-20 (severity 0.33) → pred 3.65h [Δ +27.7],7.697,-2.26,0.21,0.677,-0.062,-0.011,0.005,0.016,2.202,0.034,0.0,0.249,-0.038,external_severity,2.202,traffic_index,0.677,week_of_month,0.249,production_variability,-0.011,Base: 7.7h | Drivers: external_severity: +2.20h | traffic_index: +0.68h | week_of_month: +0.25h | Helping: production_variability: -0.01h,23
F5,P75,2026-04-27,Low,289.74,0.8,0.98,31,0.14,1.0256409412763885,4.340000000000001,0.89,0,0,3,0,7.84,6.77,low risk,10.0,10.0,none_needed,0.0,6.77,On-time — no action needed,7.697,-3.71,0.135,0.709,-0.049,-0.012,-0.079,0.021,1.987,0.037,0.001,0.246,0.04,external_severity,1.987,traffic_index,0.709,week_of_month,0.246,production_variability,-0.012,Base: 7.7h | Drivers: external_severity: +1.99h | traffic_index: +0.71h | week_of_month: +0.25h | Helping: production_variability: -0.01h,32
F5,P79,2026-04-27,High,167.18,0.8,0.98,31,0.14,1.004683493019541,4.340000000000001,0.89,0,0,3,2,3.1800000000000006,4.16,low risk,15.0,20.0,none_needed,0.0,4.16,On-time — no action needed,7.697,-5.891,0.144,0.524,-0.102,-0.013,-0.14,0.008,1.772,0.017,0.0,0.473,-0.045,external_severity,1.772,traffic_index,0.524,week_of_month,0.473,production_variability,-0.013,Base: 7.7h | Drivers: external_severity: +1.77h | traffic_index: +0.52h | week_of_month: +0.47h | Helping: production_variability: -0.01h,20
F1,P99,2026-04-27,Low,846.76,0.8,0.98,30,0.17,1.0283755521037614,5.1000000000000005,0.89,0,0,3,0,15.920000000000002,18.65,HIGH RISK,-37.82,37.82,factory_swap,47.82,3.994,Swap to F5 (dist 147km) → pred 3.99h [Δ +47.8],7.697,7.788,0.379,0.843,-0.134,-0.006,-0.095,0.028,2.682,0.254,-0.001,0.151,0.195,distance_km,7.788,external_severity,2.682,traffic_index,0.843,is_weekend,-0.001,Base: 7.7h | Drivers: distance_km: +7.79h | external_severity: +2.68h | traffic_index: +0.84h | Helping: is_weekend: -0.00h,1
F5,P43,2026-04-27,Low,426.31,0.8,0.98,31,0.14,1.0188656602760937,4.340000000000001,0.89,0,0,3,0,13.32,10.65,HIGH RISK,-21.82,21.82,reschedule,31.82,4.552,Reschedule to 2026-04-10 (severity 0.31) → pred 4.55h [Δ +31.8],7.697,-0.247,0.288,0.728,-0.029,0.024,-0.147,0.008,2.465,0.034,0.001,0.246,0.052,external_severity,2.465,traffic_index,0.728,weather_index,0.288,base_production_per_week,-0.029,Base: 7.7h | Drivers: external_severity: +2.47h | traffic_index: +0.73h | weather_index: +0.29h | Helping: base_production_per_week: -0.03h,18
F5,P186,2026-04-27,Low,403.73,0.8,0.98,31,0.14,1.0212772328508295,4.340000000000001,0.89,0,0,3,0,12.47,9.27,HIGH RISK,-19.07,19.07,reschedule,29.07,3.82,Reschedule to 2026-04-10 (severity 0.31) → pred 3.82h [Δ +29.1],7.697,-1.67,0.195,0.78,-0.029,0.01,-0.117,0.017,2.294,0.034,0.001,0.246,0.052,external_severity,2.294,traffic_index,0.78,week_of_month,0.246,base_production_per_week,-0.029,Base: 7.7h | Drivers: external_severity: +2.29h | traffic_index: +0.78h | week_of_month: +0.25h | Helping: base_production_per_week: -0.03h,22
F5,P148,2026-04-27,Low,61.31,0.8,0.98,31,0.14,0.9982662463141746,4.340000000000001,0.89,0,0,3,0,1.9,2.61,low risk,10.0,10.0,none_needed,0.0,2.61,On-time — no action needed,7.697,-7.613,0.125,0.573,-0.12,-0.0,0.182,0.008,1.797,0.055,0.001,0.477,0.067,external_severity,1.797,traffic_index,0.573,week_of_month,0.477,production_variability,-0.0,Base: 7.7h | Drivers: external_severity: +1.80h | traffic_index: +0.57h | week_of_month: +0.48h | Helping: production_variability: -0.00h,33
F1,P56,2026-04-27,High,700.76,0.8,0.98,30,0.17,1.0318645272862634,5.1000000000000005,0.89,0,0,3,2,21.94,16.07,HIGH RISK,-27.66,32.66,reschedule,42.66,6.439,Reschedule to 2026-04-10 (severity 0.31) → pred 6.44h [Δ +42.7],7.697,4.652,0.503,1.009,-0.159,0.021,-0.131,0.028,2.854,-0.004,0.0,0.214,-0.069,distance_km,4.652,external_severity,2.854,traffic_index,1.009,day_of_week,-0.004,Base: 7.7h | Drivers: distance_km: +4.65h | external_severity: +2.85h | traffic_index: +1.01h | Helping: day_of_week: -0.00h,9
F1,P106,2026-04-27,Medium,107.22,0.8,0.98,30,0.17,1.0030857175607852,5.1000000000000005,0.89,0,0,3,1,2.39,3.48,low risk,10.0,10.0,none_needed,0.0,3.48,On-time — no action needed,7.697,-6.64,0.144,0.487,-0.137,-0.012,-0.008,0.008,1.771,0.017,0.001,0.477,-0.026,external_severity,1.771,traffic_index,0.487,week_of_month,0.477,routing_complexity,-0.008,Base: 7.7h | Drivers: external_severity: +1.77h | traffic_index: +0.49h | week_of_month: +0.48h | Helping: routing_complexity: -0.01h,34
F4,P30,2026-04-27,Medium,659.68,0.8,0.98,49,0.08,0.9991179815051376,3.92,0.89,0,0,3,1,18.640000000000004,14.71,HIGH RISK,-29.95,29.95,reschedule,39.95,6.128,Reschedule to 2026-04-20 (severity 0.33) → pred 6.13h [Δ +40.0],7.697,3.314,0.528,0.933,0.172,0.028,0.067,0.016,2.582,-0.01,0.001,0.552,-0.032,distance_km,3.314,external_severity,2.582,traffic_index,0.933,day_of_week,-0.01,Base: 7.7h | Drivers: distance_km: +3.31h | external_severity: +2.58h | traffic_index: +0.93h | Helping: day_of_week: -0.01h,10
F2,P43,2026-04-27,Low,150.04,0.8,0.98,42,0.06,1.017758066611676,2.52,0.89,0,0,3,0,2.76,3.55,low risk,10.0,10.0,none_needed,0.0,3.55,On-time — no action needed,7.697,-6.102,0.149,0.479,-0.078,-0.051,-0.148,-0.03,1.565,0.037,0.001,0.236,0.039,external_severity,1.565,traffic_index,0.479,week_of_month,0.236,supply_risk,-0.03,Base: 7.7h | Drivers: external_severity: +1.57h | traffic_index: +0.48h | week_of_month: +0.24h | Helping: supply_risk: -0.03h,35
F3,P143,2026-04-27,Low,413.23,0.8,0.98,43,0.15,1.0002035780985492,6.45,0.89,0,0,3,0,9.61,9.52,HIGH RISK,-19.56,19.56,reschedule,29.56,4.053,Reschedule to 2026-04-20 (severity 0.33) → pred 4.05h [Δ +29.6],7.697,-1.362,0.218,0.674,-0.045,0.023,0.129,0.01,2.307,0.016,0.001,0.586,0.078,external_severity,2.307,traffic_index,0.674,week_of_month,0.586,base_production_per_week,-0.045,Base: 7.7h | Drivers: external_severity: +2.31h | traffic_index: +0.67h | week_of_month: +0.59h | Helping: base_production_per_week: -0.05h,21
F2,P40,2026-04-27,Low,547.21,0.8,0.98,42,0.06,1.004172160200903,2.52,0.89,0,0,3,0,11.09,12.1,HIGH RISK,-24.72,24.72,reschedule,34.72,5.426,Reschedule to 2026-04-10 (severity 0.31) → pred 5.43h [Δ +34.7],7.697,1.692,0.353,0.748,-0.143,-0.091,-0.186,-0.032,2.376,0.016,0.001,0.501,0.065,external_severity,2.376,distance_km,1.692,traffic_index,0.748,supply_risk,-0.032,Base: 7.7h | Drivers: external_severity: +2.38h | distance_km: +1.69h | traffic_index: +0.75h | Helping: supply_risk: -0.03h,13
F1,P81,2026-04-27,Medium,161.99,0.8,0.98,30,0.17,1.0123156433505642,5.1000000000000005,0.89,0,0,3,1,4.069999999999999,3.99,low risk,10.0,10.0,none_needed,0.0,3.99,On-time — no action needed,7.697,-6.065,0.166,0.485,-0.137,-0.012,0.063,0.008,1.796,0.035,0.001,0.477,-0.015,external_severity,1.796,traffic_index,0.485,week_of_month,0.477,production_variability,-0.012,Base: 7.7h | Drivers: external_severity: +1.80h | traffic_index: +0.48h | week_of_month: +0.48h | Helping: production_variability: -0.01h,36
F1,P40,2026-04-28,Low,365.33,0.56,0.32,30,0.17,1.007910746773161,5.1000000000000005,0.44,1,0,3,0,3.229999999999998,4.73,low risk,10.0,10.0,none_needed,0.0,4.73,On-time — no action needed,7.697,-1.76,-0.324,-0.255,-0.095,-0.018,-0.004,-0.007,-1.022,-0.014,0.001,0.428,0.09,week_of_month,0.428,priority_encoded,0.09,is_weekend,0.001,routing_complexity,-0.004,Base: 7.7h | Drivers: week_of_month: +0.43h | priority_encoded: +0.09h | is_weekend: +0.00h | Helping: routing_complexity: -0.00h,25
F5,P134,2026-04-28,Medium,490.11,0.56,0.32,31,0.14,1.0237103520189743,4.340000000000001,0.44,1,0,3,1,8.600000000000001,6.03,low risk,10.0,10.0,none_needed,0.0,6.03,On-time — no action needed,7.697,0.3,-0.343,-0.421,-0.071,0.001,-0.048,0.001,-1.3,-0.034,0.001,0.352,-0.026,week_of_month,0.352,distance_km,0.3,production_variability,0.001,priority_encoded,-0.026,Base: 7.7h | Drivers: week_of_month: +0.35h | distance_km: +0.30h | production_variability: +0.00h | Helping: priority_encoded: -0.03h,26
F5,P150,2026-04-28,Medium,463.46,0.56,0.32,31,0.14,1.000309087477372,4.340000000000001,0.44,1,0,3,1,5.170000000000002,5.92,low risk,10.0,10.0,none_needed,0.0,5.92,On-time — no action needed,7.697,0.14,-0.341,-0.394,-0.153,0.009,0.056,-0.007,-1.323,-0.029,0.001,0.414,-0.036,week_of_month,0.414,distance_km,0.14,routing_complexity,0.056,supply_risk,-0.007,Base: 7.7h | Drivers: week_of_month: +0.41h | distance_km: +0.14h | routing_complexity: +0.06h | Helping: supply_risk: -0.01h,27
F1,P130,2026-04-28,High,708.39,0.56,0.32,30,0.17,1.0343281774194126,5.1000000000000005,0.44,1,0,3,2,6.109999999999999,9.18,HIGH RISK,-13.89,18.89,reschedule,28.89,6.799,Reschedule to 2026-04-10 (severity 0.31) → pred 6.80h [Δ +28.9],7.697,3.915,-0.37,-0.645,0.075,0.006,0.056,-0.01,-1.218,-0.077,0.0,0.295,-0.081,distance_km,3.915,week_of_month,0.295,base_production_per_week,0.075,supply_risk,-0.01,Base: 7.7h | Drivers: distance_km: +3.92h | week_of_month: +0.29h | base_production_per_week: +0.08h | Helping: supply_risk: -0.01h,16
F2,P34,2026-04-28,High,281.96,0.56,0.32,42,0.06,1.0171974020147774,2.52,0.44,1,0,3,2,3.87,3.83,low risk,15.0,20.0,none_needed,0.0,3.83,On-time — no action needed,7.697,-2.509,-0.194,-0.283,-0.056,0.004,-0.109,0.027,-0.946,-0.026,0.0,0.296,-0.053,week_of_month,0.296,supply_risk,0.027,production_variability,0.004,day_of_week,-0.026,Base: 7.7h | Drivers: week_of_month: +0.30h | supply_risk: +0.03h | production_variability: +0.00h | Helping: day_of_week: -0.03h,1
F5,P22,2026-04-28,Medium,772.7,0.56,0.32,31,0.14,1.0149631347776396,4.340000000000001,0.44,1,0,3,1,6.199999999999999,9.7,HIGH RISK,-19.92,19.92,reschedule,29.92,6.774,Reschedule to 2026-04-10 (severity 0.31) → pred 6.77h [Δ +29.9],7.697,4.711,-0.335,-0.64,-0.069,0.019,0.063,-0.019,-1.492,-0.043,-0.001,0.274,0.035,distance_km,4.711,week_of_month,0.274,routing_complexity,0.063,is_weekend,-0.001,Base: 7.7h | Drivers: distance_km: +4.71h | week_of_month: +0.27h | routing_complexity: +0.06h | Helping: is_weekend: -0.00h,14
F5,P48,2026-04-28,High,733.63,0.56,0.32,31,0.14,1.0097091490988872,4.340000000000001,0.44,1,0,3,2,8.989999999999998,9.05,HIGH RISK,-13.62,18.619999999999997,reschedule,28.62,6.582,Reschedule to 2026-04-10 (severity 0.31) → pred 6.58h [Δ +28.6],7.697,3.712,-0.382,-0.678,-0.147,0.005,0.035,-0.019,-1.39,-0.043,0.0,0.372,-0.104,distance_km,3.712,week_of_month,0.372,routing_complexity,0.035,supply_risk,-0.019,Base: 7.7h | Drivers: distance_km: +3.71h | week_of_month: +0.37h | routing_complexity: +0.03h | Helping: supply_risk: -0.02h,17
F3,P146,2026-04-28,Medium,754.4,0.56,0.32,43,0.15,1.0003486891750022,6.45,0.44,1,0,3,1,13.04,9.27,HIGH RISK,-19.06,19.06,reschedule,29.06,6.758,Reschedule to 2026-04-24 (severity 0.32) → pred 6.76h [Δ +29.1],7.697,3.955,-0.376,-0.656,-0.024,0.003,-0.019,-0.015,-1.43,-0.038,0.001,0.473,0.0,distance_km,3.955,week_of_month,0.473,production_variability,0.003,supply_risk,-0.015,Base: 7.7h | Drivers: distance_km: +3.96h | week_of_month: +0.47h | production_variability: +0.00h | Helping: supply_risk: -0.02h,15
F5,P177,2026-04-28,Medium,174.58,0.56,0.32,31,0.14,1.0261280381645672,4.340000000000001,0.44,1,0,3,1,1.9,2.33,low risk,10.0,10.0,none_needed,0.0,2.33,On-time — no action needed,7.697,-4.265,-0.158,-0.212,-0.073,-0.018,-0.079,0.001,-0.871,-0.026,0.001,0.307,-0.019,week_of_month,0.307,supply_risk,0.001,is_weekend,0.001,production_variability,-0.018,Base: 7.7h | Drivers: week_of_month: +0.31h | supply_risk: +0.00h | is_weekend: +0.00h | Helping: production_variability: -0.02h,28
F1,P57,2026-04-28,Medium,437.29,0.56,0.32,30,0.17,1.0323937690164156,5.1000000000000005,0.44,1,0,3,1,5.040000000000001,5.76,low risk,10.0,10.0,none_needed,0.0,5.76,On-time — no action needed,7.697,-0.339,-0.367,-0.403,-0.049,0.009,-0.165,0.001,-1.116,-0.046,0.001,0.327,-0.032,week_of_month,0.327,production_variability,0.009,supply_risk,0.001,priority_encoded,-0.032,Base: 7.7h | Drivers: week_of_month: +0.33h | production_variability: +0.01h | supply_risk: +0.00h | Helping: priority_encoded: -0.03h,29
F3,P142,2026-04-28,Medium,361.82,0.56,0.32,43,0.15,1.054520204886546,6.45,0.44,1,0,3,1,5.059999999999999,4.53,low risk,10.0,10.0,none_needed,0.0,4.53,On-time — no action needed,7.697,-1.717,-0.306,-0.275,-0.085,-0.019,-0.181,0.005,-1.065,-0.039,0.001,0.284,-0.015,week_of_month,0.284,supply_risk,0.005,is_weekend,0.001,priority_encoded,-0.015,Base: 7.7h | Drivers: week_of_month: +0.28h | supply_risk: +0.00h | is_weekend: +0.00h | Helping: priority_encoded: -0.02h,30
F2,P116,2026-04-28,Low,475.14,0.56,0.32,42,0.06,1.0420083565666205,2.52,0.44,1,0,3,0,5.359999999999998,5.8,low risk,10.0,10.0,none_needed,0.0,5.8,On-time — no action needed,7.697,0.087,-0.322,-0.425,-0.082,-0.054,-0.085,-0.008,-1.226,-0.039,0.001,0.281,0.082,week_of_month,0.281,distance_km,0.087,priority_encoded,0.082,supply_risk,-0.008,Base: 7.7h | Drivers: week_of_month: +0.28h | distance_km: +0.09h | priority_encoded: +0.08h | Helping: supply_risk: -0.01h,31
F4,P162,2026-04-28,Low,632.29,0.56,0.32,49,0.08,0.9987525653739864,3.92,0.44,1,0,3,0,6.769999999999998,8.32,HIGH RISK,-17.17,17.17,reschedule,27.17,6.128,Reschedule to 2026-04-20 (severity 0.33) → pred 6.13h [Δ +27.2],7.697,2.78,-0.445,-0.57,0.166,-0.025,0.081,-0.019,-1.229,-0.028,0.001,0.467,0.148,distance_km,2.78,week_of_month,0.467,base_production_per_week,0.166,supply_risk,-0.019,Base: 7.7h | Drivers: distance_km: +2.78h | week_of_month: +0.47h | base_production_per_week: +0.17h | Helping: supply_risk: -0.02h,19
F5,P130,2026-04-28,High,396.23,0.56,0.32,31,0.14,0.9982744859177872,4.340000000000001,0.44,1,0,3,2,3.9700000000000006,4.94,low risk,15.0,20.0,none_needed,0.0,4.94,On-time — no action needed,7.697,-1.188,-0.302,-0.278,-0.152,0.012,0.013,-0.007,-1.163,0.007,0.0,0.414,-0.07,week_of_month,0.414,routing_complexity,0.013,production_variability,0.012,supply_risk,-0.007,Base: 7.7h | Drivers: week_of_month: +0.41h | routing_complexity: +0.01h | production_variability: +0.01h | Helping: supply_risk: -0.01h,2
F1,P22,2026-04-28,Medium,454.76,0.56,0.32,30,0.17,1.0049845103494457,5.1000000000000005,0.44,1,0,3,1,3.960000000000001,5.89,low risk,10.0,10.0,none_needed,0.0,5.89,On-time — no action needed,7.697,-0.057,-0.356,-0.385,-0.116,0.009,-0.102,-0.007,-1.242,-0.029,0.001,0.434,-0.039,week_of_month,0.434,production_variability,0.009,is_weekend,0.001,supply_risk,-0.007,Base: 7.7h | Drivers: week_of_month: +0.43h | production_variability: +0.01h | is_weekend: +0.00h | Helping: supply_risk: -0.01h,32
F4,P57,2026-04-28,Medium,473.58,0.56,0.32,49,0.08,1.0044103056453026,3.92,0.44,1,0,3,1,6.899999999999999,6.04,low risk,10.0,10.0,none_needed,0.0,6.04,On-time — no action needed,7.697,0.12,-0.354,-0.402,0.174,0.027,-0.057,-0.007,-1.398,-0.029,0.001,0.503,-0.029,week_of_month,0.503,base_production_per_week,0.174,distance_km,0.12,supply_risk,-0.007,Base: 7.7h | Drivers: week_of_month: +0.50h | base_production_per_week: +0.17h | distance_km: +0.12h | Helping: supply_risk: -0.01h,33
F3,P198,2026-04-28,High,198.44,0.56,0.32,43,0.15,1.012205536499818,6.45,0.44,1,0,3,2,2.37,3.1,low risk,15.0,20.0,none_needed,0.0,3.1,On-time — no action needed,7.697,-3.465,-0.176,-0.202,-0.021,-0.018,0.064,-0.004,-0.901,-0.026,0.0,0.503,-0.053,week_of_month,0.503,routing_complexity,0.064,is_weekend,0.0,supply_risk,-0.004,Base: 7.7h | Drivers: week_of_month: +0.50h | routing_complexity: +0.06h | is_weekend: +0.00h | Helping: supply_risk: -0.00h,3
F1,P58,2026-04-28,Medium,667.61,0.56,0.32,30,0.17,1.032158754371578,5.1000000000000005,0.44,1,0,3,1,10.41,8.26,HIGH RISK,-17.04,17.04,reschedule,27.04,6.104,Reschedule to 2026-04-10 (severity 0.31) → pred 6.10h [Δ +27.0],7.697,2.644,-0.467,-0.573,-0.05,0.005,-0.068,-0.01,-1.176,-0.052,0.001,0.295,-0.035,distance_km,2.644,week_of_month,0.295,production_variability,0.005,supply_risk,-0.01,Base: 7.7h | Drivers: distance_km: +2.64h | week_of_month: +0.29h | production_variability: +0.00h | Helping: supply_risk: -0.01h,22
F5,P49,2026-04-28,High,122.47,0.56,0.32,31,0.14,1.007546559831325,4.340000000000001,0.44,1,0,3,2,1.6300000000000003,1.73,low risk,15.0,20.0,none_needed,0.0,1.73,On-time — no action needed,7.697,-4.848,-0.156,-0.195,-0.151,-0.019,0.009,-0.007,-0.882,-0.015,0.0,0.404,-0.058,week_of_month,0.404,routing_complexity,0.009,is_weekend,0.0,supply_risk,-0.007,Base: 7.7h | Drivers: week_of_month: +0.40h | routing_complexity: +0.01h | is_weekend: +0.00h | Helping: supply_risk: -0.01h,4
F5,P23,2026-04-28,High,478.83,0.56,0.32,31,0.14,1.0172863278401023,4.340000000000001,0.44,1,0,3,2,4.0600000000000005,6.03,low risk,15.0,20.0,none_needed,0.0,6.03,On-time — no action needed,7.697,0.281,-0.346,-0.418,-0.068,0.009,-0.114,-0.007,-1.295,-0.034,0.0,0.307,-0.057,week_of_month,0.307,distance_km,0.281,production_variability,0.009,supply_risk,-0.007,Base: 7.7h | Drivers: week_of_month: +0.31h | distance_km: +0.28h | production_variability: +0.01h | Helping: supply_risk: -0.01h,5
F3,P185,2026-04-28,Low,101.66,0.56,0.32,43,0.15,1.0102162776198964,6.45,0.44,1,0,3,0,1.7599999999999998,1.19,low risk,10.0,10.0,none_needed,0.0,1.19,On-time — no action needed,7.697,-5.534,-0.155,-0.177,-0.024,-0.019,0.039,-0.005,-0.87,-0.024,0.001,0.497,0.075,week_of_month,0.497,priority_encoded,0.075,routing_complexity,0.039,supply_risk,-0.005,Base: 7.7h | Drivers: week_of_month: +0.50h | priority_encoded: +0.08h | routing_complexity: +0.04h | Helping: supply_risk: -0.00h,34
